Trait	Eigenvector1	Eigenvector2	Eigenvector3	Eigenvector4	Eigenvector5
PZA02854.13	-3.4417E-3	0.06319	-1.7362E-2	-1.3287E-2	0.00535
PZA02854.7	-1.0173E-2	-1.7279E-2	-8.6463E-3	-2.0442E-3	0.03205
PZA00405.7	0.02307	-8.4999E-4	-3.4533E-2	0.01312	-3.2305E-2
PZA00405.6	0.01325	8.7618E-6	-3.3291E-2	0.0234	-3.8211E-2
PZA00405.2	0.00406	0.01449	-2.9715E-2	0.02746	-4.1076E-2
PZA03574.5	-1.1345E-3	0.04611	-2.5405E-2	-1.3036E-2	-1.006E-2
PZA03574.1	0.00289	0.04376	-2.8828E-2	-1.2574E-2	-1.6404E-2
PZA03574.3	-6.8348E-3	-2.3317E-2	-9.2911E-3	0.04284	0.01113
PZA03574.2	-7.1975E-3	0.00358	0.00312	-5.0931E-3	-6.4381E-4
PZA00504.1	-5.0049E-3	-1.7525E-2	-7.3626E-3	0.0096	-1.9858E-2
PZA00096.6	0.01203	-7.5407E-3	0.03607	-1.8517E-2	-3.319E-2
PZA03162.1	-3.0906E-3	-2.6536E-2	-1.1514E-2	0.0521	-1.6101E-2
PZA03162.2	-2.4328E-3	-2.3393E-2	-9.643E-3	0.03879	-1.5919E-2
PZA00614.1	-3.1477E-3	-2.4978E-2	-1.0872E-2	0.04869	-1.3079E-2
PZA00614.12	-2.665E-3	-2.3948E-2	-1.01E-2	0.04216	-1.4357E-2
PZA00670.2	-2.3291E-2	-2.6481E-3	-1.2403E-2	0.04772	-1.9058E-2
PZA03199.3	-1.4512E-2	-3.1369E-2	0.02013	0.02662	0.00983
PZA03176.3	-4.2799E-3	-4.7291E-3	7.9152E-4	0.00656	0.00436
PZA03176.2	-1.594E-2	-3.1804E-2	-2.039E-2	0.03235	-2.5004E-2
PZA03176.4	0.03385	0.02812	0.01332	-1.8433E-2	0.03284
PZA02959.7	0.00833	0.03749	-1.3691E-2	-1.227E-2	0.01007
PZA02959.11	0.00621	-3.8341E-2	0.01741	0.02497	2.102E-4
PZA02959.14	0.01145	0.0433	0.0026	-8.3107E-3	-2.1074E-3
PZA03329.1	-1.6399E-2	-4.1277E-3	-7.1088E-3	0.02212	-3.6641E-2
PZA00326.16	-1.2782E-2	0.00574	-1.7085E-3	-4.0565E-3	-3.8693E-2
PZA02386.2	0.00951	0.00211	0.04649	0.0121	-1.6683E-3
PZA03544.3	-1.6199E-2	-5.5622E-3	-3.0237E-3	-1.5487E-2	-4.1062E-2
PZA03544.4	-1.4099E-2	0.00181	-1.0228E-2	-6.8823E-3	-5.4367E-2
PZA03544.2	0.02174	0.00398	0.01989	0.05803	0.01065
PZA00795.1	0.01205	0.04912	-1.4966E-2	0.00791	-3.802E-3
PZB00777.1	-3.7251E-3	-8.1337E-3	0.02736	0.01049	-1.9581E-2
PZB00777.2	-6.1278E-3	-2.1707E-2	-1.2607E-2	0.00278	0.01707
PZA00474.14	0.00383	-7.0673E-3	0.04616	-2.0507E-2	0.01488
PZB00597.1	-1.8538E-2	0.027	0.0013	-1.0905E-3	-3.4359E-3
PZB00595.1	-2.0234E-2	0.02642	0.00129	-3.6966E-3	-6.6102E-3
PZB00597.2	0.00861	-9.0397E-3	-1.7028E-2	-2.1979E-2	-4.7286E-4
PZA00227.7	0.04773	-5.8422E-3	0.01443	1.4043E-4	-1.2703E-2
PZA02373.1	-1.189E-2	-5.0567E-3	-1.9873E-2	-3.8574E-2	0.00341
PHM7898.10	0.01627	0.01239	0.02308	0.02327	-9.0234E-3
PZA02223.2	0.01219	0.00765	-3.1684E-2	-2.02E-2	0.01801
PHM10225.15	0.02878	-8.857E-3	-2.9479E-2	-2.0001E-2	0.0268
PZA00496.1	-1.3536E-2	0.01709	0.00443	-6.6743E-3	-6.2726E-4
PZA00496.2	-3.3785E-3	-2.0446E-2	-8.0416E-3	0.03284	-1.8329E-2
PZA01533.2	-2.777E-2	-2.1657E-3	-2.3776E-3	0.03489	0.01267
PZA00505.4	0.03936	0.00832	-3.1343E-2	-5.1246E-3	-3.8311E-3
PZA00505.5	0.02552	0.02258	-3.7069E-2	-1.4486E-2	0.00747
PZA00505.6	0.03795	0.01942	-3.0035E-2	0.0048	0.00429
PZA03179.1	0.02273	0.01378	-3.7503E-2	-1.7216E-2	-3.3608E-2
PZA03179.4	-1.4285E-2	0.01873	0.00201	0.01443	0.00201
PZA03180.1	-3.3432E-3	-2.1893E-2	-1.092E-2	0.00863	0.01414
PZA03368.3	0.00238	-2.2869E-2	-1.4717E-2	-2.4022E-2	0.01538
PZA03368.1	0.04153	0.00185	0.02335	0.007	-3.8126E-2
PZA01802.3	-2.2585E-2	-2.9159E-3	-7.7425E-3	-4.4833E-2	0.02868
PZA01028.2	0.04451	0.01252	0.02813	0.0038	8.7517E-4
PZA00386.4	0.01353	-8.7629E-3	-1.2838E-2	0.04283	0.01333
PZA00386.3	0.00328	-7.0433E-3	-1.0308E-2	-6.6687E-3	0.0152
PZA00386.2	0.02254	-1.0362E-2	-2.4945E-2	0.04458	0.0051
PZB02448.2	-1.1371E-2	0.01155	0.00163	-9.635E-4	0.01024
PZB02448.1	0.04138	0.02626	0.02268	-4.7915E-3	0.02798
PZB00123.1	0.03904	0.02791	0.023	-4.5215E-3	0.02806
PZA00178.4	-1.236E-3	-3.4156E-2	-1.5147E-2	-3.3254E-2	-4.4873E-3
PZA00178.3	-2.8245E-2	0.0148	-7.1633E-4	0.03752	0.02354
PZA00695.1	0.04073	0.01832	0.01972	-4.8749E-3	-5.6354E-3
PZA00695.2	0.03377	-2.7399E-3	0.00495	-1.258E-2	-8.8856E-3
PZB00603.2	0.02275	0.01999	-2.0979E-2	0.01053	0.00247
PZB00605.4	-3.1008E-3	-1.0455E-2	-1.719E-3	-7.978E-3	-7.9533E-3
PZB00605.3	0.01435	-1.9354E-2	0.01793	-1.7583E-2	-4.1986E-2
PZA01278.2	0.02595	0.00179	-2.8345E-2	-1.0016E-2	0.02704
PZA00423.16	-1.8174E-2	0.02758	0.00448	-1.7599E-3	-1.9903E-3
PZA00423.17	-7.5908E-3	0.00977	0.00403	-1.4341E-3	-3.0797E-3
PZA00043.7	-7.4991E-3	-2.4464E-2	-1.5793E-2	0.0385	-9.7003E-3
PZA00043.1	-2.3738E-2	-1.321E-2	-1.7366E-2	0.04555	-3.4007E-2
PZA00424.1	0.02631	-5.5786E-3	-3.5339E-2	-3.8652E-2	0.00188
PZB01638.1	0.0311	0.00477	0.0111	-3.3548E-2	-5.0981E-3
PZB01638.3	0.02804	0.00373	0.01023	-3.7543E-2	-1.2925E-2
PZA02850.18	0.00703	-2.1286E-3	0.04495	-1.0388E-2	-7.7595E-3
PZA02850.4	0.0113	-5.5035E-3	0.04608	-3.5713E-3	-6.4983E-4
PZB02070.1	-1.5135E-2	-3.0745E-2	-1.2955E-2	0.02566	-7.6412E-3
PHM5232.9	0.03205	0.00135	0.00874	0.03009	-2.9052E-3
PZA02274.1	0.01585	0.00924	-1.1014E-2	5.009E-4	0.00555
PZA03117.3	0.00797	0.03831	-3.159E-2	-1.6844E-2	-3.3482E-2
PZA03117.2	0.02486	5.4076E-4	0.00874	0.00799	0.00198
PZA02388.1	0.01663	-1.993E-2	0.01855	0.03899	0.02294
PZA02174.2	-2.718E-2	0.0143	-8.0206E-3	0.01593	0.02342
PZA03316.1	-1.1317E-2	-1.5747E-3	-8.3667E-3	0.01812	0.01153
PZA03316.3	-1.2734E-2	0.0059	0.00817	-2.1285E-2	0.02487
PZA00368.17	-9.4775E-3	-2.1366E-2	-4.3625E-3	-1.8576E-2	0.01759
PZA00368.1	0.00955	0.02029	4.5884E-4	0.02584	-9.1342E-3
PZA00058.1	-1.4989E-3	0.03172	0.01599	0.00352	0.00474
PZA00058.5	-1.0817E-2	0.01015	-4.3186E-3	0.00694	-6.1973E-3
PZA00632.1	-8.8364E-3	-2.732E-3	-7.8432E-3	0.03157	-8.7169E-4
PZA00416.4	0.03177	-2.3648E-2	-2.2182E-2	-3.5262E-2	0.01372
PZA00416.2	0.02725	-2.9831E-2	-1.4154E-2	-3.0568E-2	0.01147
PZA01601.1	0.02622	0.01184	0.00752	-1.1636E-2	-2.8802E-2
PZA03178.3	-1.3267E-2	0.01454	5.9593E-4	-9.0455E-3	0.00174
PZA03178.1	-1.5853E-2	-1.3752E-3	-2.1856E-2	-5.2213E-2	-3.6742E-3
PZA01691.1	0.00979	0.02886	0.00656	-1.3189E-2	-1.3566E-2
PHM9695.8	0.02164	-4.1885E-3	0.00224	0.00363	0.03706
PZA01079.1	0.02015	0.02294	0.01826	0.01036	-1.4414E-3
PZA02955.3	0.03004	3.6569E-4	0.00994	0.02092	0.02969
PZB01977.2	-1.7979E-2	-1.7037E-2	0.01417	-2.8039E-3	-1.037E-2
PZB01977.7	-1.0639E-2	-1.2101E-2	-1.4011E-2	-1.2192E-2	-2.9911E-2
PZB01977.11	-1.6392E-2	-2.1275E-2	0.013	-2.6329E-3	-1.2006E-2
PZB01977.4	-2.0659E-2	-7.5974E-3	-1.7789E-2	0.00567	-2.0433E-2
PZB01977.6	-9.4996E-3	3.3296E-4	-9.968E-3	0.00161	-3.8934E-2
PZB01977.1	0.00111	0.05284	-3.0064E-2	0.03412	0.00603
PZB01977.9	-1.778E-4	0.04242	-4.4007E-2	0.03659	-1.2119E-2
PZB01977.3	-7.3502E-3	-3.1962E-2	0.01583	-2.9886E-2	-3.3463E-2
PZD00025.2	-2.8518E-2	-1.5747E-4	-1.3003E-2	0.00386	0.02895
PZD00025.1	-5.4292E-3	-1.0297E-2	-1.3723E-3	-6.0906E-3	-5.6626E-2
PZA01186.1	0.00953	-4.562E-3	-3.6522E-2	-2.2625E-2	-1.264E-2
PZB01475.1	-1.7591E-2	1.736E-4	0.01485	-1.6944E-2	0.01167
PZB01475.2	0.01646	0.00737	-5.2739E-3	0.00606	0.00719
PZD00034.3	-2.305E-3	-2.8735E-2	-1.8866E-2	0.01507	-2.5412E-2
PZA00758.1	0.02418	0.01115	0.01244	0.011	-8.8816E-4
PHM2350.17	0.02386	6.2928E-4	0.00907	0.01936	0.01489
PZA00481.7	-4.6835E-3	-9.7202E-3	0.00212	-1.0568E-2	-2.488E-2
PZA01196.2	-1.6175E-2	-9.2147E-4	-5.3261E-4	-1.6016E-2	0.0272
PZB01094.1	-9.9136E-3	-6.3427E-3	-1.1004E-3	-7.3939E-3	-6.0787E-2
PZA03114.2	-1.9555E-2	0.01275	-1.0011E-2	0.00746	-7.5017E-3
PZA03381.2	0.00413	-9.8286E-3	-7.643E-3	0.00948	-6.1231E-2
PZA03381.1	0.00678	-8.461E-3	-7.568E-3	0.01032	-6.033E-2
PZB02114.1	0.00116	-6.1913E-3	-8.3187E-3	0.00373	-7.0253E-2
PZB02114.3	5.9431E-4	-2.9922E-3	-6.7612E-3	0.0093	-5.9264E-2
PZB00145.1	0.00476	-8.7065E-3	-7.3557E-3	0.00937	-5.5481E-2
PZA00498.5	0.00213	0.02251	0.02825	-1.4544E-2	-1.0733E-4
PZA00498.3	0.01145	0.0312	0.02355	-1.329E-2	0.00534
PZA01209.1	0.02474	0.01003	0.01804	-7.0067E-3	-3.0751E-3
PZA02203.1	0.02925	0.0135	0.01181	3.8076E-4	0.0132
PZA03126.1	-3.5249E-3	-1.2575E-2	-1.0137E-3	-2.5619E-2	0.0032
PZA00417.3	0.00418	-7.2621E-3	-7.1155E-3	0.00945	-5.5967E-2
PZA00417.2	0.00162	-7.267E-3	-1.1454E-2	0.00828	-6.1042E-2
PZA00793.2	-2.647E-2	0.00961	0.00421	0.03314	-1.1822E-2
PZA00379.2	-1.6716E-2	0.01128	0.01282	0.01648	-9.5561E-3
PZA00717.15	0.02745	-1.6932E-2	-1.0167E-2	-3.3316E-2	-3.7997E-3
PZA01257.1	0.03043	-1.8502E-2	-1.0915E-2	-3.2195E-2	-4.1367E-3
PZA00196.2	-6.2497E-4	-1.4854E-3	-5.3607E-3	-3.6034E-3	-8.7569E-3
PHM11114.7	-2.4456E-2	-9.6387E-4	-1.0614E-3	-1.6893E-2	0.01912
PZA01470.1	0.02422	-7.5153E-3	6.8865E-4	-4.263E-3	0.03266
PZA02887.9	0.00982	-4.0808E-2	-3.446E-3	-2.5426E-2	-2.6112E-2
PZA03035.5	-2.4896E-3	0.00863	0.00359	-3.4179E-3	-5.7692E-3
PZA00452.1	-1.4755E-2	-3.6604E-2	-7.6957E-3	0.00822	0.0074
PZA02522.1	0.0312	0.00233	0.0145	0.00626	0.00615
PZA01297.1	0.03117	-5.6781E-4	0.01362	0.0065	0.00183
PZA03736.1	-2.0794E-2	0.00521	-1.1117E-2	-6.6147E-3	-3.9212E-2
PZA03135.1	0.01123	0.0152	0.0217	0.00879	-4.3473E-3
PZA02019.1	0.02622	0.00264	0.01429	-3.4507E-3	-2.6571E-2
PZA03579.2	-2.8891E-2	0.01377	0.01428	0.0463	0.01291
PZA03579.1	0.03731	-5.4966E-4	-3.5484E-3	-1.5913E-2	-2.0688E-2
PHM4134.8	-2.4619E-2	0.01649	0.01693	0.05049	0.00365
PZA00739.1	0.03823	-5.4282E-4	-7.7771E-3	-1.4544E-2	-1.8099E-2
PZA02566.1	0.01662	0.03602	-1.3859E-3	0.00971	0.01164
PZB01883.2	-1.2697E-2	-1.6512E-2	-1.7951E-3	-2.1948E-2	0.013
PZB01883.1	-1.8081E-2	0.02437	-3.2364E-3	-4.5123E-3	-3.1948E-2
PZB01883.4	-1.8553E-2	0.02197	-2.5354E-3	-7.3967E-3	-2.8344E-2
PZB01883.3	-1.7366E-2	0.02119	-3.2368E-3	-8.0734E-3	-2.6552E-2
PZA03012.12	-2.6538E-2	0.0293	0.00797	0.02177	0.02286
PZA03012.7	0.02976	-3.1349E-2	-5.8695E-3	-1.9792E-2	-2.8335E-2
PZA00045.2	-2.8416E-2	0.0286	-2.5219E-3	-1.6178E-2	-4.5552E-2
PZA00045.1	-2.4897E-2	0.02479	-4.2053E-3	-1.3931E-2	-4.7277E-2
PZA00567.10	-1.06E-2	0.0207	-6.8928E-3	0.00549	-1.7288E-3
PZA03638.1	0.02932	-1.5563E-2	-4.7799E-3	0.00594	0.01751
PZA03639.1	0.02691	-9.6804E-3	-8.6363E-3	0.00845	0.0126
PZA03638.3	0.0013	-1.5154E-2	-1.8943E-2	0.00689	-1.7212E-2
PZA03638.2	-3.1089E-2	0.03614	0.02819	-6.386E-3	0.00226
PZA03637.2	-3.0016E-2	0.0352	0.02784	-4.547E-3	0.00137
PZA03637.1	0.03006	-1.5841E-2	-1.6274E-3	0.00595	0.01692
PZA03637.3	0.0299	-1.5671E-2	-2.1687E-3	0.01076	0.017
PZB01385.3	-2.6383E-2	0.01036	-4.4097E-3	-5.4881E-3	-2.5106E-2
PZB01385.2	0.03449	-1.4385E-3	0.01529	-1.8518E-2	0.01111
PZB02161.1	-1.2977E-2	0.01339	6.2118E-4	-6.0049E-3	0.02257
PZB02159.2	0.03634	-1.3446E-2	-2.5699E-2	0.02846	0.00892
PZB02159.1	0.03849	-8.6238E-3	-2.1806E-2	0.023	0.00443
PZB01201.1	-1.0312E-2	0.00847	0.00575	-9.8269E-3	-1.1418E-3
PZB02155.2	-7.0774E-4	-2.3817E-3	0.00909	-1.0305E-3	-1.2505E-2
PZB02155.1	0.03415	-2.3222E-2	-3.0647E-2	0.02518	0.0046
PZA01038.1	0.0205	0.0034	-1.2523E-2	-1.3899E-2	-1.6273E-2
PZB00591.1	-1.8013E-2	0.03687	-1.2735E-3	0.02015	0.00333
PZB00592.2	-1.771E-2	0.03675	-5.0506E-3	0.02012	0.00324
PZB00592.1	-1.966E-2	0.01381	-6.7666E-3	0.0057	-2.9652E-3
PZA00531.1	-8.0994E-3	-1.5865E-2	-5.9556E-3	0.00213	5.6637E-4
PZA00531.2	-6.8603E-3	-1.3845E-2	-4.8522E-3	0.00321	0.00456
PHM10525.11	0.02342	0.01431	0.01039	-8.0773E-3	0.0413
PHM10525.9	0.02129	0.01365	0.00282	-8.622E-3	0.04326
PZA00419.1	-6.0428E-3	0.00832	-1.7711E-2	-1.4016E-2	-2.3656E-2
PZA00118.1	0.0145	0.01793	0.00743	-3.7218E-3	-3.1081E-3
PZA00118.4	-7.6995E-3	-2.1045E-2	-1.2505E-2	0.00118	-8.9639E-5
PZA00118.5	-2.0072E-2	0.03346	0.00561	0.00429	0.00328
PZA03241.3	-7.1864E-3	0.00243	-2.326E-3	-1.3297E-2	1.4863E-4
PZB02534.3	-1.4925E-3	-2.1005E-2	-1.2413E-3	0.03604	-1.3505E-2
PZB02534.4	-8.4687E-3	0.0021	-8.9943E-3	0.03466	-1.9729E-2
PZB02534.1	-8.167E-3	0.00373	-1.0187E-2	0.0347	-2.0037E-2
PZB02534.2	-6.947E-3	0.00267	-1.1508E-3	-1.202E-2	0.00109
PZA03612.3	-1.5625E-2	0.00915	0.001	0.00673	0.00475
PZA03612.2	-1.5718E-2	0.00821	7.6964E-4	0.00824	0.00436
PZA03611.1	-1.4388E-2	0.00845	5.1518E-4	0.00745	0.00334
PZA03610.1	-1.5462E-2	0.00959	0.00112	0.00232	0.00427
PZA01049.1	-1.2602E-2	-2.215E-2	-1.6076E-2	0.01082	-2.4285E-2
PHM5468.25	0.04017	-1.5971E-2	0.00905	0.00112	0.02455
PZA03052.15	-2.0932E-3	-9.3109E-3	-4.5426E-3	0.01476	-1.0647E-2
PZA03395.5	-5.3762E-3	0.00654	0.00901	-4.007E-4	5.1233E-4
PZA03395.4	-5.2822E-3	2.8978E-5	0.00277	0.01744	9.0505E-4
PZA03395.3	-7.4136E-3	-2.855E-4	0.00456	-2.316E-2	0.02493
PHM14152.18	-1.2054E-2	0.00174	-3.4822E-4	-3.2955E-2	0.01774
PZA00049.12	-4.4842E-3	-2.0645E-2	0.00296	-7.7398E-3	0.00819
PHM4203.11	-1.4375E-3	-2.682E-2	-8.1123E-3	0.00656	0.00544
PZA03005.9	-2.2279E-2	-2.0101E-2	0.00542	0.00559	-2.367E-2
PZA03005.19	-5.848E-3	0.00567	0.00545	-5.2322E-3	-6.6372E-3
PHM448.23	-1.8276E-2	-1.5572E-2	0.0092	0.01349	-1.6361E-2
PZA00766.1	-2.5333E-2	-5.299E-4	0.01403	0.01147	-1.4251E-2
PZB01389.1	-2.9957E-2	0.01542	0.011	-4.9717E-3	0.04102
PZA03591.1	-1.8329E-2	0.01953	-1.5769E-4	-7.92E-3	-4.3562E-2
PZA03591.3	0.00637	-8.5944E-3	0.00129	-7.5572E-3	-9.234E-3
PZA03591.2	-1.3847E-2	-2.3055E-2	-7.4735E-3	0.01537	0.03957
PZA00090.1	0.02826	0.00787	-1.0001E-2	-1.462E-3	-2.0938E-2
PZB00665.1	0.0471	0.00104	-1.3579E-3	-1.9362E-2	-2.3878E-3
PZB00665.2	-2.3681E-2	-1.4465E-2	-1.451E-3	0.00616	0.04005
PZA02011.1	-2.1781E-2	0.0264	-9.789E-3	-1.8241E-2	-1.9715E-2
PZA03061.5	-6.0604E-3	0.01927	0.03094	0.00446	-1.4948E-2
PZA03608.2	-3.0648E-2	0.0139	-2.4703E-3	0.02661	0.01444
PZA03608.1	0.01292	-1.3909E-2	0.03296	-1.0883E-2	-5.2894E-2
PZA00168.14	-3.5901E-3	-1.2365E-2	-6.1748E-3	-4.8437E-3	-4.3876E-2
PZA00429.2	-2.878E-2	0.02982	-3.9324E-3	-5.1284E-3	-2.9977E-2
PZA00429.1	0.04467	-1.7698E-2	0.01043	-9.4885E-3	0.00712
PZB01454.3	0.02608	0.02096	0.01481	-1.6471E-2	0.00518
PZA03650.1	0.01018	0.0411	-2.0842E-2	0.00645	0.00689
PZA03651.2	0.01176	0.01926	-2.6697E-2	-1.2572E-2	-1.4975E-2
PZA03651.1	0.00935	0.04338	-2.1607E-2	0.0064	0.00879
PZA03652.2	0.00566	-2.2906E-2	-6.3561E-3	-1.5993E-2	-2.6582E-2
PZA03652.1	0.0125	0.01783	-2.7386E-2	-1.167E-2	-1.7828E-2
PZA00686.7	-5.4708E-3	0.01296	-1.6564E-3	-1.8738E-3	-9.2429E-4
PZA00120.4	-6.1798E-3	0.00155	0.00806	-7.7557E-3	1.9421E-4
PHM4757.14	0.00524	-4.8311E-3	0.03686	0.01816	-2.259E-2
PZA03153.2	0.03538	0.00792	-2.4593E-2	0.01565	-1.2538E-2
PZA03153.4	-1.5844E-2	-9.0522E-3	4.4209E-4	-1.6815E-2	0.0368
PZA03153.1	0.01534	5.0538E-4	-5.4077E-3	0.00781	-1.6881E-2
PZA03153.3	-2.1175E-2	-1.2856E-2	-7.2332E-3	-1.3806E-2	0.04475
PZA03182.5	0.00251	0.043	-3.131E-2	4.2919E-4	0.01088
PZA03182.3	-6.0168E-3	-1.0982E-3	0.00117	-2.4462E-3	5.7255E-4
PZA00422.2	9.0123E-4	-7.1679E-3	5.652E-4	-7.3081E-3	-3.1738E-2
PZA00422.5	0.0021	-1.6208E-2	-6.465E-3	6.7895E-4	-1.515E-2
PZA00334.2	-2.4258E-2	0.02348	9.2567E-4	0.00752	0.00859
PZA03225.2	-1.1997E-4	-4.3138E-3	0.02823	-7.821E-3	-1.1864E-2
PHM12749.13	-1.1266E-5	0.04763	-3.0187E-2	0.02097	0.01905
PZA00018.5	-2.4002E-3	-1.7501E-2	-4.417E-3	-1.0469E-2	-3.7682E-2
PZA00177.4	-1.1004E-2	0.00288	-3.671E-3	0.04069	0.02169
PHM15278.6	-2.4301E-2	-1.4166E-3	-5.2584E-4	-1.1754E-2	-1.9715E-2
PZA03695.2	5.2368E-4	-1.2237E-2	-8.3566E-4	0.00327	0.0186
PZA03695.1	-9.1308E-3	-8.7991E-3	-3.1684E-3	0.02293	0.00284
PZA03696.1	-1.0764E-2	-9.5601E-3	-2.5754E-3	0.02333	0.00117
PZA03697.1	-1.1181E-2	-1.4359E-2	-1.5205E-3	0.02515	0.00206
PZA03698.1	0.01903	0.02315	-1.9184E-3	-2.5502E-2	0.02746
PZA03698.3	-8.4407E-3	-6.357E-3	-2.2009E-3	0.02786	6.9814E-4
PZA03698.2	0.00351	-2.9663E-2	0.00208	-1.0477E-2	-3.0459E-2
PZA01741.1	0.03883	0.00766	-3.9686E-3	-1.0725E-2	0.02926
PZB00160.1	0.00197	-1.0201E-2	-4.5655E-3	-4.1685E-3	-8.5314E-3
PZA00838.2	-2.2656E-2	-1.0625E-2	-6.6914E-3	0.01443	-3.9671E-2
PHM3465.6	0.04547	0.02457	0.00709	0.0124	1.1423E-4
PZA00706.16	0.03807	0.01744	-6.9071E-4	0.02725	-4.3446E-5
PZA00706.11	0.03341	-1.185E-2	0.00665	0.02442	-9.9496E-3
PZB00811.1	0.00962	0.02041	0.00291	0.00108	0.00451
PZB00811.2	-3.0676E-2	0.02609	0.00302	-3.674E-3	-1.2912E-2
PZA03388.2	-6.0496E-3	-2.2959E-2	-1.6867E-2	0.03841	0.01799
PZA03388.1	-1.5434E-3	-4.6045E-2	-2.7327E-3	0.00172	0.00192
PZA00675.1	0.04231	0.00284	6.466E-4	0.00862	0.01928
PZA03592.1	1.0698E-4	-2.3632E-2	-9.9361E-3	-3.1273E-2	0.03177
PZA03592.3	-3.7466E-2	0.03741	-9.1767E-3	-1.7227E-2	-4.2766E-2
PZA03593.1	-1.3818E-2	0.00578	-6.9939E-3	-1.1402E-2	-9.5588E-3
PZA00229.7	-4.5828E-3	-7.8831E-3	0.00742	-6.149E-3	0.01377
PZB01107.8	-6.2153E-3	-6.1961E-3	-7.0827E-3	0.02704	-2.4007E-2
PZB01107.6	-3.0455E-3	-3.861E-3	-5.0462E-3	-7.2234E-3	-9.9339E-3
PZB01107.2	-1.5873E-2	0.00899	-4.2431E-4	-2.5506E-3	0.00673
PZB01107.5	-6.8432E-3	0.02358	-2.2724E-2	0.01601	-3.2737E-2
PZA00336.10	0.0201	-6.2339E-3	-3.4824E-2	-2.9446E-2	0.03576
PZA02746.2	-8.4332E-3	-1.4779E-2	0.04066	-1.8919E-2	-8.34E-3
PZA00460.8	-3.0975E-2	-8.4083E-3	-1.8134E-2	-1.6899E-2	-1.6951E-3
PZA00460.3	0.03588	-2.3275E-2	0.00817	-4.9469E-3	-1.9248E-2
PZA00516.2	-2.5337E-2	-1.1663E-2	-1.0498E-2	0.02468	0.0019
PZA00516.3	0.02188	0.0277	0.03395	8.6403E-4	0.01486
PZB00007.3	-5.9809E-3	-2.3852E-2	-1.1134E-2	-1.4575E-2	-4.5398E-2
PZA00362.2	0.02337	-5.0549E-3	-3.9854E-2	0.00369	-2.6347E-2
PZA00362.1	0.03695	-5.3854E-3	-4.2239E-2	0.0264	0.03399
PZA01316.1	0.03914	0.01712	0.03472	0.00547	0.00205
PZA00001.8	-1.9472E-5	-3.6244E-2	-1.688E-2	-1.5253E-2	0.03696
PHM4786.9	0.01451	0.05421	0.02377	0.01125	-4.3857E-2
PZA00904.1	-3.2092E-2	-6.4534E-3	-1.4294E-2	0.03797	0.01753
PZA01964.29	0.03948	0.02551	0.02062	-6.9134E-3	0.01088
PZA03446.1	-6.0395E-3	6.7091E-4	-7.5906E-4	-2.333E-2	0.01216
PHM14046.9	0.00705	0.04882	-3.0464E-2	0.01391	0.00258
PZB01057.4	-2.2877E-3	-2.4114E-2	-8.6865E-3	0.01282	0.0037
PZB01057.1	0.01133	0.01489	0.00491	-1.1579E-2	0.00517
PZB01057.2	-6.9535E-3	2.3283E-5	-3.1156E-3	0.00277	-1.4568E-3
PZA03202.2	-7.7166E-3	-1.3679E-2	-1.9768E-2	-2.1399E-2	-1.7333E-2
PZA03202.1	-1.692E-2	-2.0558E-2	-2.0739E-2	-1.4832E-2	-2.2221E-2
PZA00189.21	-1.3203E-2	-7.7056E-3	-8.7322E-3	0.01957	-3.0145E-2
PZA00760.1	0.00838	0.04257	-2.1494E-2	9.7791E-4	-1.6946E-2
PZA03538.1	-1.9979E-2	-1.9546E-2	-9.6509E-3	0.03094	0.03438
PZA03537.1	-1.0133E-2	0.01685	0.00818	-2.2182E-3	9.5776E-4
PHM2749.10	0.00161	0.04253	-3.052E-2	-1.7074E-2	-1.4886E-2
PZA01290.1	-3.0601E-2	0.02023	-9.2172E-3	0.00697	0.0116
PZA02281.3	0.0159	0.00749	-2.4073E-2	-1.2857E-2	0.00129
PZB01872.1	0.02201	-3.3056E-2	-4.7659E-2	0.03038	-1.9371E-2
PZA03062.7	0.01011	-1.3263E-2	0.05138	-2.3631E-2	0.00964
PHM3925.79	0.03702	0.02297	-3.2434E-2	0.00368	4.6793E-4
PZD00036.2	0.01737	0.03972	-3.0201E-2	-1.4908E-2	0.00149
PZA01799.1	-2.9066E-2	0.01379	-6.9064E-3	-5.6441E-3	-2.6879E-2
PZB00781.1	0.02445	-1.632E-3	0.01719	-2.2943E-2	0.02482
sh1.4	0.04557	-2.4441E-3	0.0058	-1.6629E-2	-2.8134E-2
sh1.3	-3.4092E-2	0.02118	-4.4722E-3	0.03103	-2.7808E-2
sh1.2	-1.0548E-3	-1.0431E-3	0.04609	-7.9778E-3	-6.2874E-3
sh1.11	0.02125	0.01452	-3.1136E-2	-7.1711E-3	0.01102
sh1.12	0.01322	0.03464	-3.0335E-2	-1.2663E-2	0.00593
sh1.1	0.01471	-1.6667E-2	-2.8476E-2	0.01103	0.01494
PHM1218.6	0.00882	-2.5371E-2	0.04013	-1.7422E-2	0.01804
PZA01195.3	0.03772	0.01558	-3.363E-2	0.01235	-3.8815E-4
PZA00466.1	0.03257	0.00746	-3.864E-2	0.00129	0.00127
PHM5181.10	0.01789	0.01274	-4.4833E-2	-1.2187E-2	0.02641
PZA02916.5	0.00627	0.02266	-3.6949E-2	-1.8614E-2	0.02712
PZA02916.4	0.00844	0.02137	-4.327E-2	-1.3916E-2	0.02852
